gene.name,adj.pvals,lFC,subpopulation
SUSD4,8.05E-15,0.925348649,Ex14
SSBP3,9.83E-15,0.627622808,Ex14
USP54,2.29E-14,1.238919525,Ex14
DIP2B,2.70E-14,0.858637153,Ex14
TTC9B,3.00E-14,0.802845649,Ex14
NRSN1,3.24E-14,0.907103246,Ex14
NSG1,3.36E-14,1.128223054,Ex14
HIVEP3,3.38E-14,0.690548382,Ex14
CNTN6,4.44E-14,1.262315986,Ex14
NLGN4X,4.54E-14,0.829712578,Ex14
CPLX2,5.50E-14,0.527825519,Ex14
GPC6,5.88E-14,0.995654467,Ex14
RAPGEF4,6.15E-14,0.511122173,Ex14
RRAS2,7.74E-14,1.222103391,Ex14
NHS,9.26E-14,0.821600476,Ex14
HLF,9.30E-14,0.683395528,Ex14
MAP3K13,1.10E-13,0.672921097,Ex14
FHIT,1.37E-13,0.6801144,Ex14
SRCIN1,1.55E-13,0.725676138,Ex14
NAALAD2,1.62E-13,0.957409504,Ex14
MTSS1,1.79E-13,1.032896321,Ex14
RASGRF1,3.14E-13,0.783948581,Ex14
EFR3B,3.40E-13,0.897201235,Ex14
GRID1,3.97E-13,0.748064827,Ex14
CCDC88A,8.15E-13,0.597664862,Ex14
GPC5,8.51E-13,1.801784663,Ex14
WWP1,9.63E-13,0.985457828,Ex14
LRRN2,9.90E-13,1.13334113,Ex14
DIXDC1,1.15E-12,0.931565032,Ex14
KIF16B,2.34E-12,0.945361148,Ex14
AKAP9,2.59E-12,0.512637506,Ex14
EFR3A,2.75E-12,0.631734525,Ex14
FAM49A,4.10E-12,0.618866784,Ex14
TEX2,5.57E-12,0.894270963,Ex14
EPB41,5.65E-12,0.688183927,Ex14
SEZ6L2,5.88E-12,0.58791265,Ex14
PLK2,6.32E-12,0.656675476,Ex14
CRADD,6.51E-12,1.035503101,Ex14
ADH5,8.66E-12,1.022851713,Ex14
PKP4,9.50E-12,0.509540807,Ex14
ZSWIM6,1.15E-11,0.807369547,Ex14
DLGAP4,1.75E-11,0.78534924,Ex14
CC2D1A,1.88E-11,0.917449211,Ex14
BCO2,2.23E-11,0.983028861,Ex14
HCFC1R1,3.68E-11,0.60981088,Ex14
PNMA2,3.85E-11,0.512478015,Ex14
RNF144A,5.60E-11,0.626975969,Ex14
APBA1,6.17E-11,0.592377514,Ex14
TAF1D,6.26E-11,0.743320947,Ex14
ST8SIA1,6.30E-11,0.692133171,Ex14
GABRA3,6.40E-11,0.877187385,Ex14
SYT14,8.96E-11,0.670861492,Ex14
ANKRD6,9.30E-11,0.964072151,Ex14
SRGAP2,9.48E-11,0.934742193,Ex14
INPP5F,1.08E-10,0.528306657,Ex14
CDK8,1.12E-10,0.892183519,Ex14
TCAIM,1.15E-10,0.993624313,Ex14
CLEC2L,1.23E-10,1.104320595,Ex14
MAP1LC3A,1.36E-10,0.708358921,Ex14
TMTC2,1.36E-10,0.909410798,Ex14
WSB1,1.90E-10,0.677772535,Ex14
CDK14,2.09E-10,0.511766169,Ex14
BZRAP1,2.36E-10,0.911659261,Ex14
ANKRD30BL,2.57E-10,0.702602711,Ex14
NELL1,2.78E-10,0.526761551,Ex14
ATP1A3,3.14E-10,0.541644596,Ex14
CHST15,3.28E-10,0.791195291,Ex14
ATP13A2,3.70E-10,0.564265523,Ex14
ZNF83,6.01E-10,0.876604132,Ex14
CEP164,6.23E-10,1.049998935,Ex14
NTPCR,6.27E-10,0.833682825,Ex14
ZCCHC11,6.32E-10,0.621644177,Ex14
SMYD2,7.03E-10,0.987926564,Ex14
RAB26,8.20E-10,0.82721234,Ex14
HIVEP1,8.43E-10,1.194756992,Ex14
PPFIA4,1.17E-09,0.824892009,Ex14
KCNMB4,1.32E-09,0.618130537,Ex14
TRPC1,1.79E-09,0.730771753,Ex14
TMEM14A,1.87E-09,0.596167852,Ex14
ETFDH,2.40E-09,0.918747252,Ex14
WDR19,3.34E-09,0.809583319,Ex14
CORO6,3.51E-09,0.733161763,Ex14
XKR4,3.61E-09,0.594609721,Ex14
ABAT,3.70E-09,0.67042482,Ex14
SDCCAG8,3.81E-09,0.551520596,Ex14
NSMF,3.92E-09,0.632828028,Ex14
FBXO16,4.43E-09,0.648381559,Ex14
SCD5,4.55E-09,0.520479157,Ex14
FAR2,5.16E-09,1.019912748,Ex14
ITPR2,5.39E-09,0.551375105,Ex14
PPM1H,5.88E-09,0.690113162,Ex14
RPS6KA2,7.02E-09,0.50434799,Ex14
XPOT,7.18E-09,0.823880437,Ex14
BACE1,8.02E-09,0.775803291,Ex14
SIDT1,1.06E-08,0.745589726,Ex14
TPT1,1.67E-08,0.595456697,Ex14
C11orf80,1.92E-08,0.601987588,Ex14
HIBCH,2.18E-08,0.716949176,Ex14
SEPT6,2.22E-08,0.925372753,Ex14
LRCH1,2.70E-08,0.913676533,Ex14
RNF130,3.17E-08,0.655609591,Ex14
ALDH5A1,4.00E-08,0.67197817,Ex14
CPLX1,5.73E-08,0.53464976,Ex14
EPS15,6.38E-08,0.627368366,Ex14
PABPC1,6.87E-08,0.620637972,Ex14
REV3L,7.26E-08,0.604956468,Ex14
UPF3A,7.71E-08,0.691783553,Ex14
HMGCLL1,8.35E-08,0.926044502,Ex14
AFF1,8.60E-08,1.11517077,Ex14
JADE1,9.09E-08,0.675852643,Ex14
KLHL3,9.70E-08,0.799782553,Ex14
DENND5A,1.03E-07,0.820701827,Ex14
LMF1,1.04E-07,0.808634629,Ex14
IFT88,1.11E-07,0.818088581,Ex14
NMT2,1.28E-07,0.719504781,Ex14
SH3D19,1.71E-07,0.576785625,Ex14
DCX,2.00E-07,0.927074555,Ex14
KCNAB1,2.01E-07,0.704250594,Ex14
ABCA5,2.24E-07,0.601250592,Ex14
TTC28,2.31E-07,0.553140422,Ex14
PDGFC,2.95E-07,0.611444193,Ex14
ATP6V0E2,3.13E-07,0.529795024,Ex14
PGAP1,3.23E-07,0.637649529,Ex14
PRB2,3.90E-07,0.688696935,Ex14
FNBP1L,3.96E-07,0.79761482,Ex14
RALGPS1,4.16E-07,0.680355999,Ex14
SCN2B,4.91E-07,0.712607706,Ex14
HSPA4L,5.47E-07,0.630959144,Ex14
SGIP1,6.01E-07,0.502948414,Ex14
FER,6.73E-07,0.50977507,Ex14
TBK1,6.87E-07,0.81294535,Ex14
DNER,7.99E-07,0.853186903,Ex14
PTPN13,9.16E-07,0.609296747,Ex14
EPB41L4B,9.34E-07,0.661726913,Ex14
HLTF,1.06E-06,0.760821047,Ex14
PDE4B,1.28E-06,0.652112174,Ex14
HLCS,1.28E-06,0.652610437,Ex14
PPP2R3A,1.29E-06,0.92918469,Ex14
ARSB,1.53E-06,0.949817355,Ex14
RNLS,1.60E-06,0.764922025,Ex14
LPGAT1,1.69E-06,0.549890548,Ex14
NCOA2,1.69E-06,0.515891199,Ex14
ZFR2,1.85E-06,0.567264051,Ex14
MOB3B,1.96E-06,0.720925671,Ex14
BRI3BP,2.10E-06,0.64586388,Ex14
CAPN7,2.11E-06,0.717160377,Ex14
ASAH1,2.54E-06,0.528101295,Ex14
APBB2,3.03E-06,0.808189877,Ex14
FAM189A1,3.11E-06,0.701972738,Ex14
USP24,3.40E-06,0.586666082,Ex14
CNNM2,3.40E-06,0.559832017,Ex14
EPN2,3.63E-06,0.708813039,Ex14
GGT7,3.70E-06,0.626133844,Ex14
DZIP1,4.05E-06,0.627474438,Ex14
RNF180,4.08E-06,0.859045727,Ex14
CCDC146,4.08E-06,1.090648236,Ex14
CEP290,4.74E-06,0.515431983,Ex14
NUP160,4.78E-06,0.720168738,Ex14
ARL4C,5.09E-06,0.669371141,Ex14
PNN,5.95E-06,0.732687302,Ex14
MAST2,6.54E-06,0.835899585,Ex14
HMBOX1,7.03E-06,0.638594062,Ex14
BBS7,7.30E-06,0.661378207,Ex14
DHX32,7.48E-06,0.766007622,Ex14
SIPA1L2,9.69E-06,0.816069775,Ex14
PUS7L,9.92E-06,0.544359523,Ex14
CHPT1,1.04E-05,0.561580952,Ex14
APMAP,1.16E-05,0.551679462,Ex14
FEZ1,1.24E-05,0.628287317,Ex14
ZNF780B,1.54E-05,0.59727104,Ex14
ABCA10,1.55E-05,0.683493404,Ex14
NIPAL3,1.64E-05,0.554796865,Ex14
GBAS,1.67E-05,0.768625176,Ex14
ARNTL2,1.86E-05,0.60143666,Ex14
SPATA5,2.54E-05,0.850681225,Ex14
TRPM2,2.58E-05,0.7070057,Ex14
ST8SIA5,2.58E-05,0.535047398,Ex14
ASXL3,3.45E-05,0.53759882,Ex14
PLPPR5,3.64E-05,0.627392692,Ex14
C3orf14,3.65E-05,0.745220892,Ex14
CTNNAL1,5.20E-05,0.505611466,Ex14
PIR,5.65E-05,0.84826069,Ex14
SPOPL,7.79E-05,0.990807265,Ex14
TANK,7.87E-05,0.778608342,Ex14
MPPED1,0.000102988,0.512488714,Ex14
FAM171B,0.000106682,0.523784935,Ex14
OCRL,0.000117732,0.603792305,Ex14
ESYT2,0.000118833,0.523879473,Ex14
MUM1,0.000119308,0.731362841,Ex14
POLR1D,0.000121751,0.707169715,Ex14
ARHGAP12,0.000156394,0.59715548,Ex14
TRANK1,0.000180499,0.590544561,Ex14
ZNF235,0.000187145,0.585718119,Ex14
PALLD,0.000195365,0.6085202,Ex14
MTRNR2L12,0.000236061,1.160778362,Ex14
ANKRD46,0.000238263,0.565530308,Ex14
DNASE1,0.000240328,0.67178508,Ex14
CDK5RAP3,0.000258832,0.708929272,Ex14
KLHL8,0.000265113,0.683697172,Ex14
OLFM2,0.000369004,0.555459503,Ex14
BEND6,0.000436504,0.598750145,Ex14
WDTC1,0.000502355,0.737704963,Ex14
RFX7,0.000606047,0.617838389,Ex14
DPH6,0.000793248,0.64866487,Ex14
WDSUB1,0.000811202,0.575579606,Ex14
SPOP,0.000886961,0.677725133,Ex14
SNX24,0.000954038,0.527172812,Ex14
KBTBD6,0.000998152,0.544448188,Ex14
PHACTR2,0.001004597,0.66734469,Ex14
MLXIPL,0.001060244,0.742222154,Ex14
RALGAPA2,0.001060748,0.589175349,Ex14
PCDH15,0.001092542,0.622628235,Ex14
ZNF827,0.001109762,0.623710508,Ex14
TRIM69,0.001115784,0.793321402,Ex14
MDN1,0.001534897,0.542903815,Ex14
MAPK4,0.001598453,0.726264038,Ex14
GSTA4,0.001659571,0.563635945,Ex14
DENND1B,0.001695528,0.562759487,Ex14
ANKRD44,0.001777822,0.582513593,Ex14
GIGYF2,0.001806584,0.571152142,Ex14
FAM102B,0.001948078,0.555300624,Ex14
PXK,0.002136434,0.507390512,Ex14
TBC1D4,0.002153874,0.770058968,Ex14
SEPT8,0.002168277,0.574301797,Ex14
ZNF708,0.002540687,0.70786721,Ex14
PALM2-AKAP2,0.00295538,0.653766648,Ex14
GALNT7,0.002975827,0.801397499,Ex14
DGKE,0.003219058,0.54247629,Ex14
ACER3,0.003933369,0.663688913,Ex14
CENPP,0.004784858,0.644014275,Ex14
LPIN2,0.005597109,0.738349867,Ex14
ATP6AP1L,0.006039141,0.679639419,Ex14
NRG2,0.00630235,0.618317507,Ex14
COX11,0.006453684,0.555173367,Ex14
EXTL2,0.006568089,0.533993862,Ex14
FAM35A,0.007968217,0.602262223,Ex14
MMP24,0.009375501,0.734754618,Ex14
URI1,0.009727357,0.508641741,Ex14
KCNIP4,0,1.039740075,Ex2
CSMD1,0,0.87403835,Ex2
RBFOX1,0,0.664985635,Ex2
CADM2,3.18E-212,0.650062919,Ex2
ADGRB3,1.20E-206,0.636133686,Ex2
LRRTM4,2.80E-206,0.79573896,Ex2
DLG2,9.03E-199,0.636146292,Ex2
TMEM108,5.54E-148,0.513997578,Ex2
NRG3,1.80E-147,0.571421594,Ex2
PCDH9,7.36E-140,0.585781274,Ex2
STXBP5L,5.08E-131,0.790238249,Ex2
RASGEF1B,2.60E-125,1.540430122,Ex2
OPCML,9.04E-121,0.60739408,Ex2
NRXN1,1.46E-117,0.529145257,Ex2
PTPRD,2.07E-107,0.596412331,Ex2
FAM155A,4.85E-101,0.542522457,Ex2
PHYHIP,2.93E-99,0.679883934,Ex2
IQCJ-SCHIP1,8.83E-93,0.743207865,Ex2
CNTNAP2,2.90E-92,0.623911354,Ex2
DLGAP1,5.64E-86,0.562292607,Ex2
MAGI2,1.10E-83,0.653591203,Ex2
ADGRL2,3.68E-80,0.548609859,Ex2
CACNA1A,3.34E-65,0.53762071,Ex2
PDZD2,1.59E-56,0.521496009,Ex2
TENM2,1.60E-56,0.777160974,Ex2
CNTN5,3.09E-55,0.60621542,Ex2
RORA,2.67E-53,0.526197589,Ex2
FLRT2,1.99E-49,0.686645627,Ex2
KCNQ5,1.95E-45,0.565859293,Ex2
FAM19A2,6.51E-44,0.568242878,Ex2
EPHA6,2.84E-41,0.818761849,Ex2
NEGR1,3.59E-34,0.500154854,Ex2
CDH12,5.71E-24,0.563457752,Ex2
CNTNAP5,1.41E-21,0.765893103,Ex2
SLC26A3,3.03E-20,1.649195643,Ex2
SYN3,4.15E-19,0.69717608,Ex2
CBLN2,3.04E-17,1.059113706,Ex2
SLC8A1,6.33E-17,0.50223534,Ex2
GRIN1,2.49E-16,0.809893959,Ex2
DGKB,6.28E-13,0.593670382,Ex2
HS6ST3,1.62E-12,0.567586033,Ex2
LINGO2,3.22E-12,0.659514292,Ex2
DHFR,6.79E-11,1.633113301,Ex2
KCND2,9.53E-11,0.950163198,Ex2
LRFN5,1.14E-10,0.649643691,Ex2
LINGO1,1.48E-10,0.995414429,Ex2
AGBL4,5.02E-10,0.636962889,Ex2
GRIA4,1.05E-09,0.816800197,Ex2
PLCB1,2.47E-09,0.517673218,Ex2
ARPP21,4.01E-09,0.818452086,Ex2
PCDH7,9.42E-09,0.554330224,Ex2
SNTG1,0.002455678,0.577936384,Ex2
GRIK3,0,1.953046894,Ex3
NFIA,0,1.811644379,Ex3
AK5,0,0.778544143,Ex3
PRRX1,0,2.773066386,Ex3
B3GALT2,0,1.264079464,Ex3
ESRRG,0,1.061754745,Ex3
SLC35F3,0,1.290086717,Ex3
CTNNA2,0,1.188845403,Ex3
DPP10,0,0.609256835,Ex3
LRP1B,0,1.098618391,Ex3
FIGN,0,1.444934152,Ex3
TMEFF2,0,0.987165169,Ex3
CNTN4,0,0.877746552,Ex3
GBE1,0,2.040878411,Ex3
PEX5L,0,0.809601192,Ex3
UNC5C,0,0.998933073,Ex3
DCHS2,0,2.135883504,Ex3
RXFP1,0,1.028494165,Ex3
CDH12,0,0.728708049,Ex3
CDH6,0,1.556539421,Ex3
ARHGEF28,0,1.398061334,Ex3
MCTP1,0,1.261203607,Ex3
HS3ST5,0,2.254120502,Ex3
SLC35F1,0,0.950685119,Ex3
THEMIS,0,3.430118828,Ex3
MOXD1,0,1.20506266,Ex3
POU6F2,0,0.915724202,Ex3
SEMA3A,0,1.602803131,Ex3
ZNF804B,0,1.449238158,Ex3
DMD,0,0.656995747,Ex3
SGCZ,0,1.280333824,Ex3
CSGALNACT1,0,1.092523571,Ex3
NRG1,0,0.923812593,Ex3
CNTNAP3,0,1.449776357,Ex3
PLXDC2,0,0.955151666,Ex3
SOX5,0,1.533986735,Ex3
PDZRN4,0,1.756800166,Ex3
TMEM233,0,2.913487452,Ex3
B3GLCT,0,1.296514683,Ex3
DACH1,0,1.419727226,Ex3
PRKD1,0,1.124241933,Ex3
ISLR,0,2.388003157,Ex3
HS3ST2,0,1.506351209,Ex3
MYO1D,0,1.032796105,Ex3
SLC39A11,0,1.366013755,Ex3
SSTR2,0,1.119358026,Ex3
RIT2,0,1.284927005,Ex3
NCAM2,0,1.147562094,Ex3
CLSTN2,7.05E-305,0.771659123,Ex3
KIAA1958,3.15E-302,1.151112363,Ex3
FSTL5,5.33E-286,0.847606671,Ex3
SEC24D,2.37E-285,1.111808358,Ex3
ANKRD30B,1.77E-278,1.341281299,Ex3
GALNT14,1.82E-275,1.139533133,Ex3
SWAP70,1.98E-272,1.627641337,Ex3
KCNT2,4.52E-272,0.939140321,Ex3
CNTN6,2.45E-271,1.263317033,Ex3
ARHGAP18,3.72E-270,1.315056303,Ex3
NELL1,4.65E-270,0.752950022,Ex3
DGKG,9.03E-269,0.703910503,Ex3
PTPRK,4.37E-267,0.708454571,Ex3
ITGB8,2.60E-266,1.047708095,Ex3
INPP4B,8.90E-265,0.742657286,Ex3
RUNX1T1,8.49E-261,0.82848004,Ex3
SORCS1,5.52E-257,0.713243951,Ex3
IL12RB2,3.75E-256,1.208601523,Ex3
SYNJ2,1.62E-250,0.813879354,Ex3
KCTD16,7.76E-250,0.58893743,Ex3
SH3D19,1.87E-245,0.993626949,Ex3
ROBO1,2.11E-243,0.731753119,Ex3
TRIM36,6.46E-241,1.030082841,Ex3
FRMD6,7.29E-241,1.217452538,Ex3
CNTNAP3B,2.88E-239,0.94380178,Ex3
STIM1,3.00E-236,0.898529839,Ex3
IGSF21,1.29E-235,0.778496088,Ex3
GRIA1,1.22E-233,0.604894447,Ex3
SPOCK1,5.09E-232,0.623589121,Ex3
NETO1,7.91E-232,0.722834309,Ex3
TENM3,2.54E-230,0.797214919,Ex3
CHN2,1.04E-229,0.666943717,Ex3
IGFBP5,6.24E-228,0.928522299,Ex3
CRIM1,7.04E-228,0.800949446,Ex3
SAMD5,6.98E-225,1.183464057,Ex3
IKZF2,1.23E-224,1.076642252,Ex3
PDGFC,1.96E-223,1.010476301,Ex3
GRIK4,6.06E-220,0.884304664,Ex3
PCDH17,6.86E-217,0.732414685,Ex3
TRPC5,1.71E-212,0.860358455,Ex3
ZEB2,3.31E-210,0.653073273,Ex3
MMP16,8.35E-209,0.576566455,Ex3
BRINP3,5.61E-208,0.792906997,Ex3
CPNE9,6.96E-208,0.963365179,Ex3
CDH9,6.18E-206,0.59158521,Ex3
CDH2,5.07E-204,0.655279904,Ex3
ARHGAP12,5.71E-203,0.980660665,Ex3
GNG2,6.66E-201,0.643538517,Ex3
EFNA5,9.13E-198,0.538110701,Ex3
ADAMTS3,1.19E-197,0.829202168,Ex3
MMD,1.52E-196,0.831224769,Ex3
ID2,2.19E-196,0.730000205,Ex3
TMEM2,3.98E-196,0.772833196,Ex3
MBOAT2,4.27E-196,0.820743905,Ex3
MEIS3,6.20E-196,0.678174075,Ex3
LY6H,7.64E-196,0.631763528,Ex3
FAR2,9.35E-196,0.76695588,Ex3
COL24A1,1.38E-195,0.922613088,Ex3
CCK,1.15E-194,0.603745887,Ex3
PAPSS1,3.45E-194,0.789961713,Ex3
SFMBT2,1.56E-192,0.929721858,Ex3
CDH13,5.45E-192,0.643644135,Ex3
TENM4,2.32E-191,0.610463354,Ex3
FMNL2,3.44E-191,0.57599351,Ex3
KAZN,5.63E-188,0.602606696,Ex3
MGST1,8.41E-188,1.03163286,Ex3
BCL11B,3.41E-186,0.622449074,Ex3
MAGI3,6.09E-182,0.634560194,Ex3
GRM1,2.05E-179,0.610242448,Ex3
SNTB2,2.55E-178,0.767792093,Ex3
TESPA1,1.15E-175,0.529584275,Ex3
SNTG2,5.57E-175,1.094788337,Ex3
PCSK2,1.13E-174,0.526154035,Ex3
TMEM132D,1.22E-166,0.507990845,Ex3
DOK6,8.26E-162,0.532278241,Ex3
UGP2,6.97E-161,0.62611477,Ex3
COL19A1,3.29E-160,0.586440701,Ex3
CDYL2,2.07E-158,0.683319043,Ex3
NT5DC1,1.97E-157,0.796874255,Ex3
GPATCH2,2.27E-157,0.7006243,Ex3
TIMP3,3.83E-155,0.930611683,Ex3
ZDHHC2,3.57E-154,0.886057719,Ex3
SYT4,1.09E-153,0.542194527,Ex3
IFI6,2.39E-153,0.698096206,Ex3
RASGRP1,2.82E-153,0.653659593,Ex3
PPP1R14C,6.49E-152,0.855892266,Ex3
VPS13D,9.07E-150,0.618296243,Ex3
CLVS2,1.36E-146,0.593481142,Ex3
SLC26A4,2.62E-144,0.848352806,Ex3
NDRG1,3.87E-143,0.853408413,Ex3
MAN2A1,3.92E-143,0.622761564,Ex3
SHC3,4.17E-143,0.556474073,Ex3
AKAP13,8.09E-143,0.644949652,Ex3
CAST,3.74E-142,0.682309042,Ex3
RASA2,6.68E-142,0.604543318,Ex3
ART3,6.90E-142,0.682879264,Ex3
MAPK3,1.72E-140,0.583435626,Ex3
DDAH1,1.27E-139,0.51309911,Ex3
TMEM155,8.83E-139,0.700518823,Ex3
DNAH14,1.59E-137,0.64120121,Ex3
JAK2,4.69E-136,0.5919591,Ex3
SYNPO2,5.52E-135,0.54089749,Ex3
FRYL,1.27E-134,0.600571113,Ex3
DHCR24,1.27E-133,0.683011164,Ex3
CASD1,2.83E-133,0.513993556,Ex3
SLC16A10,4.58E-133,0.690490484,Ex3
CTXN1,1.16E-132,0.562075658,Ex3
SNED1,3.20E-132,0.516119606,Ex3
DCLK2,1.93E-131,0.529031759,Ex3
COA6,2.85E-131,0.844502238,Ex3
KCNMB4,4.60E-130,0.510362218,Ex3
MYOM2,1.38E-129,0.615114803,Ex3
EFHD2,2.46E-129,0.571194696,Ex3
CCDC3,3.80E-129,0.525600231,Ex3
EFNB2,1.92E-124,0.583418114,Ex3
HRH1,9.91E-124,0.734151808,Ex3
SURF4,2.80E-123,0.538253964,Ex3
ST3GAL1,2.39E-122,0.697200139,Ex3
SDK2,2.20E-121,0.748236855,Ex3
TSHZ1,1.87E-120,0.521789614,Ex3
GFRA2,5.88E-120,0.593928436,Ex3
OTUD3,1.04E-119,0.721593716,Ex3
IQGAP1,1.43E-119,0.620631019,Ex3
ANXA4,1.45E-117,0.844121869,Ex3
C5orf30,3.22E-117,0.520094632,Ex3
STARD13,2.07E-114,0.503659471,Ex3
RTN4RL2,3.17E-114,0.609938765,Ex3
ANKMY2,1.31E-113,0.606552924,Ex3
MSMO1,1.04E-112,0.510758581,Ex3
PRELID2,2.19E-112,0.609033458,Ex3
NBL1,7.22E-111,0.580644036,Ex3
TNFRSF21,4.02E-110,0.588599672,Ex3
CLEC2L,4.32E-109,0.581402714,Ex3
SERPINF1,7.40E-108,0.585143304,Ex3
DENND3,1.38E-105,0.533961294,Ex3
NAPG,3.09E-105,0.545490292,Ex3
HMGCS1,8.07E-105,0.534081499,Ex3
NOS1AP,2.01E-104,0.505180019,Ex3
PTCHD1,2.94E-99,0.518188906,Ex3
GAB2,3.31E-98,0.533638902,Ex3
DDN,4.65E-95,0.523878827,Ex3
CDO1,4.76E-94,0.569477624,Ex3
DNAJC2,6.68E-94,0.589875525,Ex3
FRAS1,1.35E-93,0.583850477,Ex3
TMEM150C,1.36E-93,0.523920297,Ex3
ACTN2,4.24E-93,0.530856183,Ex3
GATB,1.38E-91,0.543151432,Ex3
PRSS23,3.04E-91,0.625672031,Ex3
TESC,3.99E-91,0.578226314,Ex3
PEG10,2.09E-89,0.560572634,Ex3
OPRM1,4.99E-89,0.593058641,Ex3
CACHD1,1.23E-84,0.534038026,Ex3
LGMN,1.11E-82,0.52814695,Ex3
ZNF438,1.22E-82,0.535141105,Ex3
STX2,2.49E-82,0.586330015,Ex3
NPIPB5,4.17E-82,0.554588301,Ex3
VRK1,4.54E-82,0.523051127,Ex3
ZYX,3.89E-79,0.502609843,Ex3
CEP70,1.19E-71,0.535949342,Ex3
CAMK2N1,0,0.825206738,Ex4
RASGEF1B,0,0.814577909,Ex4
SLC26A3,0,0.868451811,Ex4
PHYHIP,0,0.927211626,Ex4
GRIN1,0,0.641125427,Ex4
LINGO1,6.99E-297,0.668588133,Ex4
PTK2B,5.45E-287,0.895595359,Ex4
DHFR,6.95E-271,1.041528157,Ex4
TSPYL1,5.66E-269,0.654316873,Ex4
PRNP,1.65E-254,0.550868733,Ex4
CUX2,1.12E-246,0.728310899,Ex4
SYNPO,8.33E-242,1.070639808,Ex4
VSTM2A,5.51E-240,1.081259522,Ex4
BSG,1.35E-237,0.823495543,Ex4
MTRNR2L12,3.85E-235,1.281025617,Ex4
NRGN,7.30E-234,0.594327648,Ex4
FAM84A,4.90E-231,1.190690409,Ex4
ACTB,3.88E-227,0.589691865,Ex4
GLIS3,1.31E-224,1.05999716,Ex4
HAPLN4,8.66E-222,1.366027704,Ex4
FLRT2,1.73E-211,0.577877492,Ex4
SLC17A7,4.66E-210,0.619109669,Ex4
FAIM2,9.10E-209,0.544767129,Ex4
EPHA6,1.43E-196,0.600753598,Ex4
ENC1,3.15E-195,0.524100327,Ex4
DGKB,1.61E-192,0.500865869,Ex4
MAST3,8.04E-185,0.791384524,Ex4
PPP2R1A,6.75E-179,0.705904151,Ex4
MTRNR2L8,2.17E-178,1.364970978,Ex4
SYN1,8.93E-178,0.638474373,Ex4
RP11-618P17.4,1.31E-173,1.03484441,Ex4
RFX3,8.16E-171,0.665932972,Ex4
GDI1,1.06E-168,0.599689965,Ex4
TESPA1,5.10E-166,0.654919641,Ex4
LAMA2,3.00E-164,1.206619606,Ex4
CHD5,5.90E-161,0.571108676,Ex4
PDE7B,4.90E-159,0.908262544,Ex4
JUND,3.27E-158,0.759244225,Ex4
FAM19A1,1.63E-157,0.543683754,Ex4
ELK1,3.46E-141,0.950408599,Ex4
NRXN2,2.89E-139,0.647034601,Ex4
CADM3,1.04E-137,0.672221453,Ex4
RASD1,1.25E-134,0.879676171,Ex4
NPTN,7.01E-134,0.560815544,Ex4
MAPK8IP2,3.48E-133,0.864651242,Ex4
EEF1A2,3.07E-131,0.940256157,Ex4
ITPKA,6.07E-130,0.893092696,Ex4
PSD,4.22E-128,0.807402918,Ex4
SGCD,1.26E-126,0.638730819,Ex4
UBE2M,1.34E-123,1.008187202,Ex4
COL5A2,6.58E-123,0.943689599,Ex4
LZTS1,2.00E-122,0.918624616,Ex4
HDAC9,2.14E-122,0.576294977,Ex4
PDZD4,6.05E-122,0.868442581,Ex4
H1FX,4.53E-121,0.803577261,Ex4
CLIP3,4.10E-120,0.624265821,Ex4
NCDN,5.20E-120,1.075203235,Ex4
CPLX2,1.85E-119,0.64222608,Ex4
ARHGEF25,7.69E-119,1.02882648,Ex4
SNPH,7.06E-118,0.749583847,Ex4
SIRPA,7.90E-118,0.536055784,Ex4
TSPYL4,9.37E-115,0.65139324,Ex4
GNB2,4.26E-114,0.910881904,Ex4
PCDH8,1.60E-113,1.055168382,Ex4
MTPN,4.66E-112,0.686144922,Ex4
CDIP1,6.05E-110,0.630721027,Ex4
BAIAP2,2.82E-108,0.523883185,Ex4
ZBTB18,4.18E-108,0.684860125,Ex4
SERINC3,2.14E-103,0.507716477,Ex4
NCS1,1.45E-101,0.69758043,Ex4
RNF208,2.47E-100,0.896107862,Ex4
BAIAP3,5.80E-99,0.991211853,Ex4
RANGAP1,4.12E-98,0.863418388,Ex4
BTBD3,2.41E-97,0.752990066,Ex4
DNAJB2,3.73E-97,0.652543441,Ex4
ACTN4,4.04E-96,0.659927648,Ex4
GULP1,4.79E-96,0.667496235,Ex4
HSPB1,4.91E-96,0.988446197,Ex4
ZBTB7A,1.33E-94,0.633615358,Ex4
INA,2.16E-94,0.641008983,Ex4
SGK223,4.97E-94,1.02526728,Ex4
FKBP5,4.49E-93,0.918036682,Ex4
SMAD2,1.32E-89,0.931797098,Ex4
NAT8L,4.49E-88,0.644208148,Ex4
SORT1,6.60E-85,0.525512699,Ex4
PTPRN,4.21E-84,0.59755721,Ex4
PIP4K2B,7.13E-83,0.553903494,Ex4
C1orf115,2.30E-82,0.698377911,Ex4
RUNDC3A,4.90E-82,0.586292171,Ex4
MBOAT7,1.68E-80,0.709825884,Ex4
NPTXR,2.62E-79,0.626520894,Ex4
PLEKHA2,7.41E-79,0.888404224,Ex4
VSTM2L,2.46E-78,0.747372461,Ex4
HOPX,2.69E-78,0.512097139,Ex4
FAM19A5,3.34E-77,0.630803149,Ex4
WDR82,5.48E-77,0.509089883,Ex4
CTBP1,4.60E-76,0.633840551,Ex4
MAPK8IP1,5.62E-76,0.905646017,Ex4
